Sentence,SentenceKey,YesRate,ConsensusScore,GoldLabel,Sentence_text,Metaphor,Derived metaphor,Category,subcategory,sentence,Source
I feel such a failure that I am not winning this battle.,i feel such a failure that i am not winning this battle.,0.5,0.0,Tie,I feel such a failure that I am not winning this battle.,DIFFICULTIES_ARE_OPPONENTS,BEING_ILL_WITH_CANCER_IS_A_VIOLENT_CONFRONTATION_WITH_THE_DISEASE,,,I feel such a failure that I am not winning this battle.,"

Elena Semino, Zsófia Demjén, Jane Demmen, An Integrated Approach to Metaphor and Framing in Cognition, Discourse, and Practice, with an Application to Metaphors for Cancer, Applied Linguistics, Volume 39, Issue 5, October 2018, Pages 625–645, https://doi.org/10.1093/applin/amw028 "
This virally coded,this virally coded,1.15,0.5,yes,This virally coded,,,,,,
The body has adapted defence mechanisms to protect itself against the entry of microorganisms,the body has adapted defence mechanisms to protect itself against the entry of microorganisms,0.5,0.0,Tie,The body has adapted defence mechanisms to protect itself against the entry of microorganisms,HUMAN_BODY_IS_A_MACHINE,,,,The body has adapted defence mechanisms to protect itself against the entry of microorganisms,"bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"the role of immune surveillance that might explain the apparent suppression of initiated cells. it is suggested that UVR affects Langerhans' cells, which are antigen-presenging cells in the epidermis and the most superficial sentinel of the immune system.","the role of immune surveillance that might explain the apparent suppression of initiated cells. it is suggested that uvr affects langerhans' cells, which are antigen-presenging cells in the epidermis and the most superficial sentinel of the immune system.",0.5,0.0,Tie,"the role of immune surveillance that might explain the apparent suppression of initiated cells. it is suggested that UVR affects Langerhans' cells, which are antigen-presenging cells in the epidermis and the most superficial sentinel of the immune system.",(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_ARE_ENEMIES / CANCER_IS_WAR,,Defence and attack,"the role of immune surveillance that might explain the apparent suppression of initiated cells. it is suggested that UVR affects Langerhans' cells, which are antigen-presenging cells in the epidermis and the most superficial sentinel of the immune system.",Metaphors in medical texts
"the induction of cancer by three types of physical agents: ionizing radiation, ultraviolet radiation, and foreign bodies and fibers.","the induction of cancer by three types of physical agents: ionizing radiation, ultraviolet radiation, and foreign bodies and fibers.",0.25,0.5,no,"the induction of cancer by three types of physical agents: ionizing radiation, ultraviolet radiation, and foreign bodies and fibers.",MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"the induction of cancer by three types of physical agents: ionizing radiation, ultraviolet radiation, and foreign bodies and fibers.",Metaphors in medical texts
I have just lost my dear wife of 54 years to the cruel disease that is Alzheimer's,i have just lost my dear wife of 54 years to the cruel disease that is alzheimer's,0.5,0.0,Tie,I have just lost my dear wife of 54 years to the cruel disease that is Alzheimer's,DISEASE_IS_A_LIVING_ENTITY,,,,I have just lost my dear wife of 54 years to the cruel disease that is Alzheimer's,"theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
Stop! you’ll give me diabetes...,stop! you'll give me diabetes...,6.666.666.666.666.660,33.333.333.333.333.300,yes,Stop! you’ll give me diabetes...,DIABETES IS TRANSMITTABLE,,Development of disease,,Stop! you’ll give me diabetes...,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
...it is likely that gene control ... involves complex feedback mechanisms,...it is likely that gene control ... involves complex feedback mechanisms,0.0,1.0,no,...it is likely that gene control ... involves complex feedback mechanisms,A_CELL_IS_A_MACHINE,,,Machine and mechanism,...it is likely that gene control ... involves complex feedback mechanisms,Metaphors in medical texts
the multistep nature of cancer,the multistep nature of cancer,0.5,0.0,Tie,the multistep nature of cancer,CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the multistep nature of cancer,Metaphors in medical texts
"cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins. once this program is turned on by one agent, it appears to be effective against others. Such a system may protect normal cells against environmental assault, but in cancer patients it appears to protect neoplastic cells against chemotherapeutic agents, which are also derived from environmental sources.","cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins. once this program is turned on by one agent, it appears to be effective against others. such a system may protect normal cells against environmental assault, but in cancer patients it appears to protect neoplastic cells against chemotherapeutic agents, which are also derived from environmental sources.",1.0,1.0,yes,"cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins. once this program is turned on by one agent, it appears to be effective against others. Such a system may protect normal cells against environmental assault, but in cancer patients it appears to protect neoplastic cells against chemotherapeutic agents, which are also derived from environmental sources.",(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_ARE_ENEMIES / CANCER_IS_WAR,,Defence and attack,"cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins. once this program is turned on by one agent, it appears to be effective against others. Such a system may protect normal cells against environmental assault, but in cancer patients it appears to protect neoplastic cells against chemotherapeutic agents, which are also derived from environmental sources.",Metaphors in medical texts
the growth and maturation of normal tissues,the growth and maturation of normal tissues,0.0,1.0,no,the growth and maturation of normal tissues,(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,,Attributes and behaviour of cells,Life and lifespan,the growth and maturation of normal tissues,Metaphors in medical texts
tumor cells penetrate the epithelial basement membrane and enter the underlying interstitial stroma,tumor cells penetrate the epithelial basement membrane and enter the underlying interstitial stroma,0.5,0.0,Tie,tumor cells penetrate the epithelial basement membrane and enter the underlying interstitial stroma,(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,tumor cells penetrate the epithelial basement membrane and enter the underlying interstitial stroma,Metaphors in medical texts
My cells need a little more nurturing right now.,my cells need a little more nurturing right now.,0.5,0.0,Tie,My cells need a little more nurturing right now.,LIFE AND CANCER ARE NATURAL PROCESSES,,,,My cells need a little more nurturing right now.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_34"
"Actually, beer IS good for lowering high blood pressure","actually, beer is good for lowering high blood pressure",0.0,1.0,no,"Actually, beer IS good for lowering high blood pressure",DIABETES IS MECHANICAL,,Experience of disease,,"Actually, beer IS good for lowering high blood pressure",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
Both lambda phage and cosmid libraries are useful for,both lambda phage and cosmid libraries are useful for,1.0,1.0,yes,Both lambda phage and cosmid libraries are useful for,,,,,,
failure to govern the cytotoxic T cells and natural killer cells,failure to govern the cytotoxic t cells and natural killer cells,1.0,1.0,yes,failure to govern the cytotoxic T cells and natural killer cells,(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,TUMOUR_CELLS_ARE_HUMAN_BEINGS_ACTING_INDEPENDENTLY_AND_AUTONOMOUSLY,Normal and uncontrolled behaviour,failure to govern the cytotoxic T cells and natural killer cells,Metaphors in medical texts
"If I’d needed a transplant as part of my treatment, I might have become -infertile as a result","if i'd needed a transplant as part of my treatment, i might have become -infertile as a result",0.0,1.0,no,"If I’d needed a transplant as part of my treatment, I might have become -infertile as a result",MEDICINE_IS_AGRICULTURE,,,,"If I’d needed a transplant as part of my treatment, I might have become -infertile as a result ","telegraph.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"Clealy, more genetic information is spanned when cosmid libraries are used.","clealy, more genetic information is spanned when cosmid libraries are used.",3.333.333.333.333.330,33.333.333.333.333.300,no,"Clealy, more genetic information is spanned when cosmid libraries are used.",A_GENOME_IS_A_TEXT,,,Text,"Clealy, more genetic information is spanned when cosmid libraries are used.",Metaphors in medical texts
human cells become senescent,human cells become senescent,1.15,0.5,yes,human cells become senescent,(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,,Attributes and behaviour of cells,Life and lifespan,human cells become senescent,Metaphors in medical texts
"Doctors, who performed an MRI scan, also found the youngster had lung cancer","doctors, who performed an mri scan, also found the youngster had lung cancer",0.0,1.0,no,"Doctors, who performed an MRI scan, also found the youngster had lung cancer",DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Doctors, who performed an MRI scan, also found the youngster had lung cancer","dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"As tumours grow, cell birth must exceed cell death","as tumours grow, cell birth must exceed cell death",6.666.666.666.666.660,33.333.333.333.333.300,yes,"As tumours grow, cell birth must exceed cell death",(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,,Attributes and behaviour of cells,Life and lifespan,"As tumours grow, cell birth must exceed cell death",Metaphors in medical texts
