Metaphor,Derived metaphor,Category,subcategory,Example,Source
UNDERSTANDING IS GRASPING,,,,My husband couldn’t get a grip on it for quite a while.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_48"
CANCER IS AN ALIEN SELF,,,,Cancer is a would-be suitor.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_49"
CANCER IS AN ALIEN SELF,,,,It was something that I didn’t want to be having as part of me.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_50"
DISEASE IS A POSSESSION,,,,"I have always told them [the children] not to worry, but the truth is I carry a “faulty” gene, BRCA1, which sharply increases my risk of developing breast cancer and ovarian cancer.","Angelina Jolie – New York Times op-ed, in 146 Dead metaphors and responsibilised bodies-in-transition: the implications of medical metaphors for understanding the consumption of preventative healthcare"
DISEASE IS A POSSESSION,,,,"Hi! I also have a strong family history of breast cancer (my mother, maternal aunts (two), maternal grandmother, and maternal great-aunt). My mother and I have tested negative for BRCA mutation. We likely have another unidentified mutation. I understand how hard it can be to decide where to go from here.","Tatianna – FORCE forum, in 146
Dead metaphors and responsibilised bodies-in-transition: the implications of medical metaphors for understanding the consumption of preventative healthcare"
A GENE IS A BOMB,,,,"I agree with you and Pamela. It is hard to relate to our families and friends sometimes. I have some pretty good days; then I have days when the “tear attacks” come out of nowhere and I can’t stop crying. I think that’s just from holding it in for far too long, trying to keep myself together. People think it should not be that upsetting to know you’re a carrier, but I feel like a ticking time bomb. My fear is not if I’ll get BC, it’s when I’ll get it, it’s always been my biggest fear. I realised not long ago that I’m exactly the same age my aunt was when she died and my kids are the same age as my cousins were then . . . . and that really shook me up. I just take it one day at a time and I’m so grateful for this group! ","Kim – FORCE forum, in 146 Dead metaphors and responsibilised bodies-in transition: the implications of medical metaphors for understanding the consumption of preventative healthcare"
CANCER IS A BATTLE,,,,MY MOTHER fought cancer for almost a decade and died at 56.,"Angelina Jolie – New York Times op-ed, in 146 Dead metaphors and responsibilised bodies-in-transition: the implications of medical metaphors for understanding the consumption of preventative healthcare"
CANCER IS A BATTLE,,,,"I definitely think that you should get genetic counselling and test as soon as possible. It will give you a lot of peace of mind and knowledge. I don’t mean to quote from ‘Schoolhouse Rock,’ but ‘Knowledge IS power!’ However, I do believe you are taking the right steps anyway! Ovarian cancer is nothing to mess around with and it sounds like it’s just rampant in your family. I am BRCA1 positive and was diagnosed with breast cancer in April. I’ll be getting a preventative hysterectomy later this year as well and I have the same fears as you do: that I’ll end up being some sweaty, angry, crazy person that my son doesn’t want to be around. But from what I have read, while there is an adjustment period, it does get better and they may be able to put you on some low-dose hormone therapy for a little while if necessary to get you over the worst of it.","Maureen – FORCE forum, in 146 Dead metaphors and responsibilised bodies-in-transition: the implications of medical metaphors for understanding the consumption of preventative healthcare"
DIABETES IS A JOURNEY,,Development of disease,,You can probably get high blood pressure from one large fry at McDonald’s,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS A JOURNEY,,Development of disease,,#roadtodiabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS A JOURNEY,,Development of disease,,Tips on how to prevent the path to diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS A JOURNEY,,Development of disease,,Couples who develop diabetes together stay together!,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS A JOURNEY,,Development of disease,,I really feel the diabetes coming,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS TRANSMITTABLE,,Development of disease,,I’d rather catch diabetes than feels,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS TRANSMITTABLE,,Development of disease,,I have to avoid diabetes like the plague,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS TRANSMITTABLE,,Development of disease,,Stop! you’ll give me diabetes...,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS TRANSMITTABLE,,Development of disease,,"Don’t talk to me, you’re giving me diabetes.",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS TRANSMITTABLE,,Development of disease,,Salty enough to give high blood pressure,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN OBJECT,,Development of disease,,I could taste the diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN OBJECT,,Development of disease,,Mountain dew tastes like diabetes and depression,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN OBJECT,,Development of disease,,Diabetes for breakfast tomorrow yay,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN OBJECT,,Development of disease,,I asked for a brownie and instead I got diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN OBJECT,,Development of disease,,That’s a nice cart full of diabetes you’ve got there,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Development of disease,,Hypertension dangers lurking in obese kids,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Development of disease,,When high blood pressure attack,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Development of disease,,No diabetes allowed,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Development of disease,,Like sugar? So does...diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Development of disease,,Don’t die on me! No diabetes allowed. LOL,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,"Actually, beer IS good for lowering high blood pressure",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,Shuttling blood sugar into the cells,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,My blood sugar drops drastically today...I feel like my energy has been drained. Still feeling weak until now.,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,I be low then I be high it’s like a battle knife to a gun fight no need to worry it’s the story of my life blood sugar,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,I just had a crazy blood sugar spike,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,Control your high blood pressure,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,Stepped care approach to tackle uncontrolled high blood pressure,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,The best exercise to control high blood pressure seems to be virtually any exercise....Get up and get going!,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,"Telehealth may help patients control high blood pressure, but engagement is a barrier",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS MECHANICAL,,Experience of disease,,The message is to prevent and control diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS WAR,,Experience of disease,,Diabetes destroyer,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS WAR,,Experience of disease,,"In the fight against high blood pressure, potassium is a powerful weapon",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS WAR,,Experience of disease,,Simple Tips On How to Battle Diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS WAR,,Experience of disease,,The American Diabetes Association is leading the fight against the deadly consequences of diabetes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS WAR,,Experience of disease,,Slash high blood pressure,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Experience of disease,,Hypertension is a silent killer,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Experience of disease,,"Oh diabetes, you’re the reason I don’t sleep",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Experience of disease,,Diabetes messing with my eyes,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Experience of disease,,"Diabetes doesn’t define me, it explains me",Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
DIABETES IS AN ACTOR,,Experience of disease,,My blood sugar plays funny little tricks on me,Content Analysis of Metaphors About Hypertension and Diabetes on Twitter: Exploratory Mixed-Methods Study
A_CELL_IS_A_PERSON,,,,Cell eats (phagocytosis) = person eats; Cell drinks (pinocytosis) = person drinks; Cell dies ( necrosis ) = person dies ( mortality); Cell has age = person has ageCellhas job = person has jobCellcan kill (infection) = person can kill ( murder)Cellrespire oxygen in = person can inhale O2Cellrespite co2 out = person can exhale CO2 ; Cell can egest = person can egest; Cell can become fat (hypertrophy) = person can become fat (obesity); Cell can become slim (atrophy) = person can become slimCellcan move (diapedesis) = person can moveCellcan float or swim = person can swimCellcan reproduce = person can reproduceCellhas mother (stem cell) = person has mother; Cell can become a criminal (tumour cell) = a person can be a criminal; Cell has enemy cells = person has enemy person; Cell has environment = person has environment; Cell communicate with each other = person communicate with each other; Some of adjectives analogy Good cell= good person Bad cell= bad person; Thin cell= thin person; Fat cell= fat person; Cell can produce = person can invent or design new things; Cell can remember (plasmacellor memory cells ) = person can remember; Cell can act as police = person can act as police; Cell can stretch = person can stretch; Cell can grow = person can grow; Cell use energy = person use energy; Cell uses weapon = person uses weapon,Metamia
CELLS_ARE_ROUND_LEGOS,,,,"There are many types of cells. Red blood cells, immune cells, liver cells and thousand more. In a complex organism they fit together as a somewhat harmonious whole. You see the same type of structural harmony with assembled Legos. There are many shapes and sizes of Lego and several colors.  They can be put together to make some thing that makes sense, a house, a plane or just about anything else. The linked LegoMan is a good approximation. Of course if there were round Legos, it would be an even better approximation.",Metamia
CELLULASE_IS_A_MOLECULAR_CHAIN_SAW,,,,"cellulase is an enzyme that breaks down cellulose. It does this by breaking the bonds between the glucose monomers that constitute this naturally occurring polymer. In practice is usually a  mixture of several molecules acting together. To mix this metaphor, it could be a """"wolf pack"""" of enzymes.",Metamia
FUEL_CELL_IS_A_WINDMILL,,,,"Energy Conversion is what it's all about. These 2 things convert energy from one from to another. Windmills convert wind energy to mechanical energy. Fuel cells convert potential chemical energy stored in hydrogen(or methanol or methane) and oxygen into actual electrical energy. For a windmill to produce mechanical energy the wind needs to keep flowing, for a fuel cell to produce electricity, it needs the hydrogen and oxygen to keep flowing through it system.",Metamia
HOST_CELL_IS_A_HOUSE_WITH_DIFFERENT_TYPES_OF_GUEST,,,,Some guests are polite and work with the host house to keep the house in order and running well (Mutualism). Some guest come in have a wild party reproduce like crazy and then break the walls down on the way out (HIV). There are many types of houses and many types of guest as indicated by the linked wiki article.,Metamia
CELL_CYCLE_IS_A_RODEO,,,,"I taught a lesson dreamed up by my mentor teacher Thursday in which the kids act out the process of cell division as a """"rodeo."""" Imagine centriole cowboys lassoing a herd of chromatids and you have a sense of how it worked.",Metamia
CANCER_CELL_IS_A_HUMAN_FACE,,,,"Human faces have tremendous variability.  This variability is genetic variability. As everyone knows, some people have blue eyes, white skin and square cheeks. The same genetic dynamic occurs with cancer cells, which are a part of the human body controlled by the genetic composition of that person.  One of the reasons that cancer drugs work so poorly is that they don't account for the genetic profile  of the individual patient. In a fashion, drug development consists of """"training"""" molecules recognize cancer cell. Because of variability between the cell line used to develop the drug and the cancers cells in the patients,  the drugs have a tendency, not recognize the cancer and get lost in the body.",Metamia
CELL_BIOLOGY_IS_A_ROCK_CONCERT,,,,"Imagine a crowded rock concert. You are directly in front of the stage, but your cute date is stuck behind an enormous mass of moving people. As your date pushes and squeezes through the crowd, you worry about other attractive fans stealing your date's attention. Will your date make it through all those packed people? Believe it or not, this is an important question in cellular biology!",Metamia
CELL_SURFACE_IS_COBBLESTONE,,,,"Typically cell membranes have proteins mixed within their cell membranes, therefore a cell surface will be more bumpy than smooth, a cobblestone if you will.",Metamia
CELL_MEMBRANE_IS_A_GATED_FENCE_AROUND_A_FACTORY,,,,"This is a site for teaching simple concepts to younger children. This was one of the more """"accurate"""" analogies that was floating around the web. In encompasses the dual nature of biological membranes found in most cells. They have a fence like quality for  controlling water flow and thus giving structure to acell. But they also have a gate like structure for allow certain molecules to pass in and out in a very controlled way.",Metamia
MAMMALIAN_CELL_IS_A_FOOTBALL_STADIUM_ON_SUNDAY_GAME_DAY,,,,"The mammalian cell is taught and explained in many K-12 classes as well as in college. From my vantage point they are explained with 10-20 essential parts. This simplification is necessary in the learning process to prime students' minds about the subject. But this framework misses something. Mammalian cells, as they occur in real life, are extremely complicated dynamic entities. To get a feel for actually may be occurring, a stadium metaphor may be helpful. Visualize a football stadium on game day; it is a huge structure with ten of thousands of people coming and going some sitting, some moving. Some the activity is highly structured, the game itself and the fans sitting in the seats. Some of the activity is unstructured. Penalties in the game and fans getting drunk and starting fights.  The key point is that there are thousand of movements within the confined and structured space of the stadium. This crudely approximates the dynamic physiology of a mammalian cell.",Metamia
RED_BLOOD_CELLS_ARE_OXYGEN_BARGES,,,,"They move oxygen around the body the way barges moves stuff up and down the Mississippi river. Of course the red blood cells  can only carry 4 oxygen molecules/hemoglobin molecule. But there are  many of these little boats, about 45% of the blood, so the system works pretty well.",Metamia
