Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID1458 - Does this sentence contain a metaphor?
Sentence: """"When one dies, the other tells us the virus should have killed them and not the other,"" says Dr Rizzi""","Does this sentence contain a metaphor?
Sentence: """"When one dies, the other tells us the virus should have killed them and not the other,"" says Dr Rizzi""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1460 - Does this sentence contain a metaphor?
Sentence: ""suppressor T cells; cytotoxic T cells; natural killer cells NK""","Does this sentence contain a metaphor?
Sentence: ""suppressor T cells; cytotoxic T cells; natural killer cells NK""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID1462 - Does this sentence contain a metaphor?
Sentence: ""Synthesis of the message is initiated from a promoter region in the DNA""","Does this sentence contain a metaphor?
Sentence: ""Synthesis of the message is initiated from a promoter region in the DNA""",{'yes': 3},yes,no,LLM does NOT match the gold standard.,False
"QID1464 - Does this sentence contain a metaphor?
Sentence: ""members of the tyrosine kinase family of growth factor receptors""","Does this sentence contain a metaphor?
Sentence: ""members of the tyrosine kinase family of growth factor receptors""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1466 - Does this sentence contain a metaphor?
Sentence: ""cancer may involve a multistep process""","Does this sentence contain a metaphor?
Sentence: ""cancer may involve a multistep process""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1470 - Does this sentence contain a metaphor?
Sentence: ""receptors that function as transducers of the signal...""","Does this sentence contain a metaphor?
Sentence: ""receptors that function as transducers of the signal...""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1472 - Does this sentence contain a metaphor?
Sentence: ""the parental tumor""","Does this sentence contain a metaphor?
Sentence: ""the parental tumor""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID1476 - Does this sentence contain a metaphor?
[on cancer]:Sentence: ""My husband couldn’t get a grip on it for quite a while.""","Does this sentence contain a metaphor?
[on cancer]:Sentence: ""My husband couldn’t get a grip on it for quite a while.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1478 - Does this sentence contain a metaphor?
Sentence: ""Shuttling blood sugar into the cells""","Does this sentence contain a metaphor?
Sentence: ""Shuttling blood sugar into the cells""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1480 - Does this sentence contain a metaphor?
Sentence: ""neoplastic stem cells in a GO state present a major obstacle to any chemotherapy based on selectively killing only growing, cycling cells.""","Does this sentence contain a metaphor?
Sentence: ""neoplastic stem cells in a GO state present a major obstacle to any chemotherapy based on selectively killing only growing, cycling cells.""",{'no': 2},no,**yes**,LLM does NOT match the gold standard.,False
"QID1482 - Does this sentence contain a metaphor?
Sentence: ""maturation > adult cell > cell death""","Does this sentence contain a metaphor?
Sentence: ""maturation > adult cell > cell death""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1484 - Does this sentence contain a metaphor?
Sentence: ""This change renders T cells blind to the tumor""","Does this sentence contain a metaphor?
Sentence: ""This change renders T cells blind to the tumor""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1486 - Does this sentence contain a metaphor?
Sentence: ""Cassano, who has remained at the Policlinico facility where he was taken for tests after falling ill, was reportedly joking with team-mates on the plane, before suddenly developing problems with his vision, speech and movement""","Does this sentence contain a metaphor?
Sentence: ""Cassano, who has remained at the Policlinico facility where he was taken for tests after falling ill, was reportedly joking with team-mates on the plane, before suddenly developing problems with his vision, speech and movement""","{'no': 2, 'yes': 1}",no,**no**,LLM does NOT match the gold standard.,False
"QID1488 - Does this sentence contain a metaphor?
Sentence: ""...which is lethal for S-phase cells""","Does this sentence contain a metaphor?
Sentence: ""...which is lethal for S-phase cells""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1490 - Does this sentence contain a metaphor?
Sentence: ""cytotoxic killer cells and lymphokine activated killer cells""","Does this sentence contain a metaphor?
Sentence: ""cytotoxic killer cells and lymphokine activated killer cells""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1492 - Does this sentence contain a metaphor?
Sentence: ""cancer cells demonstrate the ability to circumvent a well-defined pathway of attack to a given cytoxic agent""","Does this sentence contain a metaphor?
Sentence: ""cancer cells demonstrate the ability to circumvent a well-defined pathway of attack to a given cytoxic agent""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1494 - Does this sentence contain a metaphor?
Sentence: ""Diabetes for breakfast tomorrow yay""","Does this sentence contain a metaphor?
Sentence: ""Diabetes for breakfast tomorrow yay""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1496 - Does this sentence contain a metaphor?
Sentence: ""In order to colonize the ectopic site, the tumor cells must have left the first capillary arrest site in the lungs and travaled to the ectopic site.""","Does this sentence contain a metaphor?
Sentence: ""In order to colonize the ectopic site, the tumor cells must have left the first capillary arrest site in the lungs and travaled to the ectopic site.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1500 - Does this sentence contain a metaphor?
Sentence: ""It was a new role for me.""","Does this sentence contain a metaphor?
Sentence: ""It was a new role for me.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1502 - Does this sentence contain a metaphor?
Sentence: ""spontaneous tumors""","Does this sentence contain a metaphor?
Sentence: ""spontaneous tumors""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1506 - Does this sentence contain a metaphor?
Sentence: ""My blood sugar plays funny little tricks on me""","Does this sentence contain a metaphor?
Sentence: ""My blood sugar plays funny little tricks on me""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1508 - Does this sentence contain a metaphor?
Sentence: ""Synthesis of the message is initiated from a promoter region in the DNA, and the primary RNA transcript consists of series of coding and noncoding regions""","Does this sentence contain a metaphor?
Sentence: ""Synthesis of the message is initiated from a promoter region in the DNA, and the primary RNA transcript consists of series of coding and noncoding regions""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID1510 - Does this sentence contain a metaphor?
Sentence: ""The disease has taught me many things about myself.""","Does this sentence contain a metaphor?
Sentence: ""The disease has taught me many things about myself.""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID1512 - Does this sentence contain a metaphor?
[on cancer]: Sentence: ""I think of it in metaphorical terms as an alarm.""","Does this sentence contain a metaphor?
[on cancer]: Sentence: ""I think of it in metaphorical terms as an alarm.""","{'no': 2, 'yes': 1}",no,**yes**,LLM does NOT match the gold standard.,False
"QID1514 - Does this sentence contain a metaphor?
Sentence: ""These cells...are extremely large...and contain large stores of gene transcription and mRNA translation machinery.""","Does this sentence contain a metaphor?
Sentence: ""These cells...are extremely large...and contain large stores of gene transcription and mRNA translation machinery.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1516 - Does this sentence contain a metaphor?
Sentence: ""Karolinska University Hospital stopped Macchiarini's work in November 2013, but he continued to perform the transplants as part of a clinical trial in Russia""","Does this sentence contain a metaphor?
Sentence: ""Karolinska University Hospital stopped Macchiarini's work in November 2013, but he continued to perform the transplants as part of a clinical trial in Russia""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1518 - Does this sentence contain a metaphor?
Sentence: ""the homing of lymphocytes to the specialised endothelium of lymph nodes""","Does this sentence contain a metaphor?
Sentence: ""the homing of lymphocytes to the specialised endothelium of lymph nodes""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
